product_code,product_name,product_description,material,fit_type,available_sizes,original_price(₹),discounted_price(₹),discount_percentage(%),total_ratings,avg_rating_for_five,total_text_reviews,supplier_name,product_image_url,product_link
19726906,DILLINGER,Men Black Solid Pure Cotton Drop-Shoulder Sleeves Oversized Fit T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",599,449,25,1600,4.2,99,Elcinco Inc - SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19726906/2022/9/12/500f1773-9d17-49c1-935a-c3e5fd9562821662963285025-DILLINGER-Men-Black-Solid-Pure-Cotton-Drop-Shoulder-Sleeves--1.jpg",https://www.myntra.com/tshirts/dillinger/dillinger-men-black-solid-pure-cotton-drop-shoulder-sleeves-oversized-fit-t-shirt/19726906/buy
22067592,HRX by Hrithik Roshan,Rapid-Dry T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",599,299,50,176,4.4,8,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22067592/2023/4/26/1ae2eb78-21e6-403a-8895-cad44bf8d8c21682504230072-HRX-by-Hrithik-Roshan-Men-Tshirts-4301682504229534-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-rapid-dry-t-shirt/22067592/buy
13552826,Bewakoof,Men Black Batman Outline Logo Printed Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1099,549,50,1700,4.5,120,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13552826/2023/12/5/0900b2b5-f906-4207-a6e5-4bec4eb24b591701772365608BewakoofMenBlackBatmanOutlineLogoPrintedRoundNeckPureCottonT1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-men-black-batman-outline-logo-printed-round-neck-pure-cotton-t-shirt/13552826/buy
2340669,Roadster,Time Travlr Men Blue Printed Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XL",699,342,51,8400,4.1,905,HUETRAP CLOTHING - SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2340669/2018/4/6/11522993127696-Roadster-Men-Tshirts-631522993127453-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-time-travlr-men-blue-printed-round-neck-pure-cotton-t-shirt/2340669/buy
11036286,Jockey,Men Super Combed Cotton Rib Racer Back Styling Gym Vest 9922,Cotton,Regular Fit,"S,M,L",0,339,Nil,1200,4.5,80,Truecom Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11036286/2023/11/3/9ed3bb4c-0da4-4c5b-90bf-98d4137afc4c1698991494941-Jockey-Men-Super-Combed-Cotton-Rib-Racer-Back-Styling-Gym-Ve-1.jpg",https://www.myntra.com/tshirts/jockey/jockey-men-super-combed-cotton-rib-racer-back-styling-gym-vest-9922/11036286/buy
16233606,INVICTUS,Men White Pure Cotton Slim Fit T-shirt,Pure Cotton,Slim Fit,"S,M,L,XXL,XL",699,349,50,114,3.8,9,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16233606/2022/8/25/dcf7bd0d-d113-4e59-88a2-784cd90839061661426789210-INVICTUS-Men-Tshirts-5181661426788770-1.jpg",https://www.myntra.com/tshirts/invictus/invictus-men-white-pure-cotton-slim-fit-t-shirt/16233606/buy
25916968,Force NXT,Pack Of 2 Round Neck Short Sleeves Super Combed Cotton Sports T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1138,796,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916968/2023/11/17/f7ed45a4-830a-4893-8219-f23ab7438b761700214215050ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-pack-of-2-round-neck-short-sleeves-super-combed-cotton-sports-t-shirt/25916968/buy
23426148,The Souled Store,The souled store Solids Off White Oversized T-Shirts,Cotton,Oversized,"XS,S,M,L,XXL,XL",1499,734,51,428,4.2,17,THE SOULED STORE PVT. LTD.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23426148/2023/10/13/4f000751-7cc0-48d3-b430-4bd867f653111697199335792ThesouledstoreSolidsOffWhiteOversizedT-Shirts1.jpg",https://www.myntra.com/tshirts/the+souled+store/the-souled-store-solids-off-white-oversized-t-shirts/23426148/buy
12251266,Roadster,Men Mustard Yellow Embroidered Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",599,209,65,1300,4.2,107,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12251266/2020/10/1/84eec979-3ec0-4191-a792-5ff945d96d641601533595074-Roadster-Men-Tshirts-3211601533593395-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-mustard-yellow-embroidered-round-neck-pure-cotton-t-shirt/12251266/buy
12942766,DYCA,Men Black Solid Round Neck T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",325,302,7,382,4.3,51,BODYCARE INTERNATIONAL LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/10/96cc1c10-21a8-4173-ac88-32d5c6d161541604955488724-1.jpg",https://www.myntra.com/tshirts/dyca/dyca-men-black-solid-round-neck-t-shirt/12942766/buy
23732690,Levis,Brand Logo Printed Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1199,539,55,41,4.3,3,Levi Strauss India Pvt Ltd,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23732690/2023/7/20/fb022829-5193-4526-90d6-ff68c125136b1689834932165-Levis-Men-Tshirts-6961689834931733-1.jpg",https://www.myntra.com/tshirts/levis/levis-brand-logo-printed-pure-cotton-t-shirt/23732690/buy
15178154,HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Anthra Melange Rapid-Dry Typography Tshirts,Polyester,Regular Fit,"S,M,L,XXL,XL",899,269,70,142,4.3,8,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15178154/2022/7/4/6a8782d8-2a13-49d1-90ff-219e4d6cc8e61656921338811-HRX-by-Hrithik-Roshan-Men-Tshirts-5531656921338293-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-training-men-anthra-melange-rapid-dry-typography-tshirts/15178154/buy
25916876,Force NXT,Pack Of 2 Striped Super Combed Cotton Sports T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1198,778,35,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916876/2023/11/17/22b41243-c27e-4b25-8918-180a3ee1a8861700212735796ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-pack-of-2-striped-super-combed-cotton-sports-t-shirt/25916876/buy
13802596,Nautica,Men Pure Cotton Colourblocked Round Neck T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1299,389,70,286,4.5,5,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13802596/2023/1/31/0cd25995-6a20-4e5f-88ab-9ae7a7547c531675155895074-Nautica-Men-Colourblocked-Round-Neck-Pure-Cotton-T-shirt-706-1.jpg",https://www.myntra.com/tshirts/nautica/nautica-men-pure-cotton-colourblocked-round-neck-t-shirt/13802596/buy
25916910,Force NXT,Men Solid Super Combed Cotton Polo T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",699,489,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916910/2023/11/17/00c5a0b4-95c7-4a52-9049-b86d55f23ff21700214228921ForceNXTMenOrangePoloCollarPocketsT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-solid-super-combed-cotton-polo-t-shirt/25916910/buy
25437024,French Connection,Polo Collar Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1299,499,61,16,4.8,1,Truecom Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg",https://www.myntra.com/tshirts/french+connection/french-connection-polo-collar-pure-cotton-t-shirt/25437024/buy
23944990,Roadster,Yellow Graphic Printed Pure Cotton Oversized T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",1099,373,66,146,4.2,16,URGEAR,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23944990/2023/7/10/d92c6350-8883-4364-9801-96a754e6d7651688962501967Tshirts1.jpg",https://www.myntra.com/tshirts/roadster/roadster-yellow-graphic-printed-pure-cotton-oversized-t-shirt/23944990/buy
25917000,Force NXT,Men Solid Super Combed Cotton Polo T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",669,468,30,not_available,not_available,1,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917000/2023/11/17/72dc9b5b-60ed-42cd-8ce6-4477086d4bd71700213997461ForceNXTMenRedPoloCollarT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-solid-super-combed-cotton-polo-t-shirt/25917000/buy
26132328,Roadster,Men Striped Polo Collar T-shirt,Cotton,Regular Fit,"S,M,L,XL",1499,339,77,40,4.2,1,GARG ACRYLICS LTD.- SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26132328/2023/12/7/23ff7ded-9143-4be6-b90b-02ffe33164481701929679705-Roadster-Men-Tshirts-7051701929679355-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-striped-polo-collar-t-shirt/26132328/buy
22492640,U.S. Polo Assn.,Embroidered Logo Pure Cotton Lounge T-shirts,Cotton,not_available,"S,M,L,XXL,XL",699,594,15,106,4.2,3,Supercom Net,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22492640/2023/11/20/1a86b5b5-2fab-4610-aa1e-0b59029f5be31700479590695USPoloAssnEmbroideredLogoPureCottonLoungeT-shirts1.jpg",https://www.myntra.com/lounge-tshirts/u.s.+polo+assn./us-polo-assn-embroidered-logo-pure-cotton-lounge-t-shirts/22492640/buy
25982382,Being Human,Round Neck Short Sleeves Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",899,305,66,5,4.2,not_available,Indiflashmart,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25982382/2023/12/20/a199b860-d83e-4087-81d4-aa657bd496831703070771458-Being-Human-Men-Tshirts-7181703070771053-1.jpg",https://www.myntra.com/tshirts/being+human/being-human-round-neck-short-sleeves-pure-cotton-t-shirt/25982382/buy
18666922,Reebok,Polo Collar Training T-shirt,Polyester,Regular Fit,"XS,S,M,L,XXL,XL",1299,766,41,131,3.9,7,Westbury Holdings Pvt Ltd_Madura,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18666922/2023/11/16/4101d33e-7124-4209-8c5f-1699a1f714c21700130999432ReebokPoloCollarTrainingT-shirt1.jpg",https://www.myntra.com/tshirts/reebok/reebok-polo-collar-training-t-shirt/18666922/buy
20899008,Dennis Lingo,Men Olive Green & Beige Colourblocked Pure Cotton T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1649,499,69,330,4.3,14,Mensa Brand Technologies Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20899008/2022/12/22/3cb27ec9-2622-40bd-9c11-a232d38001ff1671710548091-Dennis-Lingo-Men-Olive-Green--Beige-Colourblocked-Pure-Cotto-1.jpg",https://www.myntra.com/tshirts/dennis+lingo/dennis-lingo-men-olive-green--beige-colourblocked-pure-cotton-t-shirt/20899008/buy
25941234,REPRISE,Abstract Printed Cotton Polo Collar T-Shirt,Cotton,Regular Fit,"M,L,XXL,XL",0,699,Nil,not_available,not_available,not_available,ASHA CREATIONS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25941234/2023/11/20/0a298334-fc04-4c94-a2c4-0177b7fe4fdd1700456643752REPRISEMenMaroonTribalPrintedPoloCollarT-shirt1.jpg",https://www.myntra.com/tshirts/reprise/reprise-abstract-printed-cotton-polo-collar-t-shirt/25941234/buy
20925028,Rigo,Men Teal Henley Neck Slim Fit Cotton T-shirt,Cotton,Slim Fit,"S,M,L,XXL,XL",1599,671,58,202,4.3,14,Rigo International,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20925028/2022/12/1/1165bff1-93b6-410f-b5fb-cb2c687e53841669872210662-Rigo-Men-Teal-Henley-Neck-Slim-Fit-Cotton-T-shirt-4716698722-1.jpg",https://www.myntra.com/tshirts/rigo/rigo-men-teal-henley-neck-slim-fit-cotton-t-shirt/20925028/buy
24756862,Roadster,Men Solid Regular Fit T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",999,499,50,158,3.7,8,GARG ACRYLICS LTD.- SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24756862/2023/9/12/b903c030-127a-4e59-94b1-5dd31aa0318c1694497138589-Roadster-Men-Tshirts-1651694497138196-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-solid-regular-fit-t-shirt/24756862/buy
25916984,Force NXT,Pack of 2 Short Sleeves Super Combed Cotton T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",878,614,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916984/2023/11/17/3995c413-15be-423a-881e-99729b1fd88d1700213995904ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-pack-of-2-short-sleeves-super-combed-cotton-t-shirt/25916984/buy
19615304,FTX,Men Pack of 2 Black & Blue High Neck T-shirt,Polyester,Regular Fit,,2773,499,82,63,3.3,5,not_available,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19615304/2022/8/23/b6f37e8e-cc27-44d9-8d73-f003437851581661255346223MensSolidFullSleeveRegularFitPolyesterT-ShirtsPackof21.jpg",https://www.myntra.com/tshirts/ftx/ftx-men-pack-of-2-black--blue-high-neck-t-shirt/19615304/buy
12117094,Roadster,Men Green Embroidered Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",899,314,65,510,4.1,39,M AND S APPARELS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12117094/2021/1/13/eafd3b31-5035-4c14-b6ca-a8ce4c2f7e7b1610546391664-Roadster-Men-Green-Printed-Round-Neck-T-shirt-45116105463895-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-green-embroidered-round-neck-pure-cotton-t-shirt/12117094/buy
22555806,HRX by Hrithik Roshan,Men Brand Logo Training Printed Sports T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",899,404,55,104,4.2,4,ANKITA IMPEX,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22555806/2023/4/3/ec118af4-5882-4944-a173-6dfef5ac71d71680518947385-HRX-by-Hrithik-Roshan-Men-Tshirts-1021680518946804-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-brand-logo-training-printed-sports-t-shirt/22555806/buy
15609946,HERE&NOW,Men White & Orange Graphic Printed Pure Cotton Casual T-shirt,Cotton,Regular Fit,"S,M,L,XL",799,215,73,875,4.2,43,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15609946/2021/10/12/1d6dcc03-7e0d-49eb-b65b-fd39134a1f351634027914405-HERENOW-Men-Tshirts-1871634027913876-1.jpg",https://www.myntra.com/tshirts/here%26now/herenow-men-white--orange-graphic-printed-pure-cotton-casual-t-shirt/15609946/buy
25917026,Force NXT,Men Striped Pack of 1 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",599,449,25,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917026/2023/11/17/a6e8837e-b5e7-4125-9c76-0e875f3a2bcb1700214016906ForceNXTMenMulticolouredT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-striped-pack-of-1-super-combed-cotton-t-shirt/25917026/buy
23984428,HRX by Hrithik Roshan,Printed Antimicrobial Badminton T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",1299,389,70,9,4.4,not_available,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984428/2023/10/4/d9dcdc2b-fe5b-4851-baa2-62f037dcfedb1696408296927-HRX-by-Hrithik-Roshan-Men-Tshirts-5111696408296449-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-printed-antimicrobial-badminton-t-shirt/23984428/buy
12910748,max,Men Black Solid Polo Collar T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",449,399,11,388,4.3,21,Landmark Online India Pvt Ltd,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/6/dfaf96e7-6cf5-44fd-bf73-a05c0b715b4f1604631335488-1.jpg",https://www.myntra.com/tshirts/max/max-men-black-solid-polo-collar-t-shirt/12910748/buy
25917036,Force NXT,Pack Of 3 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1317,790,40,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917036/2023/11/17/5618c96f-d95e-4bfc-b056-73eff5de19991700214048683ForceNXTMenMulticoloured3T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-pack-of-3-super-combed-cotton-t-shirt/25917036/buy
13034072,The Indian Garage Co,Men Grey & Black Colourblocked Round Neck T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1299,467,64,91,4.3,6,THE INDIAN GARAGE CO.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13034072/2022/11/24/2d8d6788-868d-453d-be38-bd8748a5ac381669290154285TheIndianGarageCoMenGreyBlackColourblockedRoundNeckT-shirt1.jpg",https://www.myntra.com/tshirts/the+indian+garage+co/the-indian-garage-co-men-grey--black-colourblocked-round-neck-t-shirt/13034072/buy
25063020,Roadster,The Life Co. Men Solid Polo Collar T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",899,309,65,51,4.0,not_available,GARG ACRYLICS LTD.- SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25063020/2023/9/27/4f9cd7ea-f231-4e9e-afad-83ac3b6e28761695815299104-Roadster-Men-Tshirts-2751695815298686-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-life-co-men-solid-polo-collar-t-shirt/25063020/buy
25917028,Force NXT,Men Striped Pack of 1 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",599,449,25,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917028/2023/11/17/ed4d4c54-3d39-4f85-810c-49e3f0da42831700214020793ForceNXTMenMulticolouredT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-striped-pack-of-1-super-combed-cotton-t-shirt/25917028/buy
25916896,Force NXT,Men Printed Pack of 1 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",569,398,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916896/2023/11/17/b2b39004-482f-41ec-8829-eb898cb96da81700212767147ForceNXTMenRedT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-printed-pack-of-1-super-combed-cotton-t-shirt/25916896/buy
24476872,Roadster,Men Solid T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",799,539,32,324,3.9,20,GARG ACRYLICS LTD.- SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24476872/2023/8/21/cec33b26-af18-4777-8044-dfad3d418cb31692618393074-Roadster-Men-Tshirts-4371692618392661-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-solid-t-shirt/24476872/buy
11545438,Roadster,Men Black Grey Printed Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",749,217,71,935,4.4,87,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11545438/2020/5/31/3ae6830c-dee0-40b0-b536-0ab8cc8f8c211590946332474TommyHilfigerMenBlueSolidRegularFitChinoShortsShirtsMastHarb1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-black--grey-printed-round-neck-pure-cotton-t-shirt/11545438/buy
25917014,Force NXT,Men Striped Pack of 1 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",599,449,25,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917014/2023/11/17/d80e03d9-f0b7-45f3-94ee-60a44951a0ed1700214007499ForceNXTMenMulticolouredT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-striped-pack-of-1-super-combed-cotton-t-shirt/25917014/buy
9081865,WILD WEST,Men Black Solid V-Neck T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1799,575,68,1300,4.2,141,Ritesh International Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/3/25/6f830748-81c5-4000-a117-84081969f99e1553518714463-1.jpg",https://www.myntra.com/tshirts/wild+west/wild-west-men-black-solid-v-neck-t-shirt/9081865/buy
23479188,Levis,Brand Logo Printed Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1199,539,55,50,4.4,1,Levi Strauss India Pvt Ltd,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23479188/2024/1/12/aabc26ca-3ded-4613-a91e-01cce84444681705037552331-Levis-Brand-Logo-Printed-Pure-Cotton-T-shirt-176170503755185-1.jpg",https://www.myntra.com/tshirts/levis/levis-brand-logo-printed-pure-cotton-t-shirt/23479188/buy
25941230,REPRISE,Floral Printed Polo Collar T-Shirt,Cotton,Regular Fit,"M,L,XXL,XL",0,699,Nil,not_available,not_available,not_available,ASHA CREATIONS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25941230/2023/11/20/23f67bfb-613a-4405-897b-3f7ab05d89431700456567140REPRISEMenRustFloralPrintedPoloCollarT-shirt1.jpg",https://www.myntra.com/tshirts/reprise/reprise-floral-printed-polo-collar-t-shirt/25941230/buy
21304196,HRX by Hrithik Roshan,Men Brand Logo Printed Polo Collar T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",999,399,60,not_available,not_available,not_available,PARAS FABRICS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21304196/2023/1/9/52f7c1ad-ecaa-4cac-a5ad-b6593a95fe521673256711260-HRX-by-Hrithik-Roshan-Men-Tshirts-6111673256710494-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-brand-logo-printed-polo-collar-t-shirt/21304196/buy
22581418,Bewakoof,Cotton Graphic Printed Drop-Shoulder Sleeves Oversized T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",1499,649,56,152,4.3,10,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22581418/2023/3/30/9b027d51-e43a-4bfe-a7b0-2c098eabb71f1680192645624Tshirts1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-cotton-graphic-printed-drop-shoulder-sleeves-oversized-t-shirt/22581418/buy
11534192,Roadster,Men Fast and Furious Green Printed Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",899,314,65,1700,4.2,153,M AND S APPARELS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11534192/2020/7/8/3c17918a-82d7-4261-9772-45e9bf9c36a51594203795272-Roadster-Men-Tshirts-9791594203793483-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-fast-and-furious-green-printed-round-neck-pure-cotton-t-shirt/11534192/buy
25917202,Friskers,Graphic Printed Round Neck Slim Fit Cotton T-shirt,Cotton,Slim Fit,"XS,S,M,L,XXL,XL",969,571,41,not_available,not_available,not_available,Flyers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917202/2023/11/17/129d1819-0197-4f46-882d-7ac98c2427761700214070977FriskersMenMustardYellowPrintedSlimFitT-shirt1.jpg",https://www.myntra.com/tshirts/friskers/friskers-graphic-printed-round-neck-slim-fit-cotton-t-shirt/25917202/buy
14361778,Allen Solly Sport,Men Black Solid Polo Collar T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1049,734,30,271,4.5,24,RetailNet,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14361778/2021/6/9/ade7c218-7fe9-46d4-aff1-fd135e15dd041623221841550Mens100CottonSlimBlackTShirtTshirtsLouisPhilippeMenTshirtsLo1.jpg",https://www.myntra.com/tshirts/allen+solly+sport/allen-solly-sport-men-black-solid-polo-collar-t-shirt/14361778/buy
7480573,Rigo,Men Blue Slim Fit Cotton T-shirt,not_available,Slim Fit,"S,M,L,XXL,XL",999,439,56,7200,4.0,1089,RIGO INTERNATIONAL - SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7480573/2018/9/25/1c13b5f2-37db-4632-b206-99b40bbb8bf51537864626551-Rigo-Blue-With-Navy-Back-Yoke-Cuff-And-Bottom-Tshirt-Full-5651537864626357-1.jpg",https://www.myntra.com/tshirts/rigo/rigo-men-blue-slim-fit-cotton-t-shirt/7480573/buy
18046480,Roadster,Men Brown Polo Collar Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",1099,340,69,161,4.1,5,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18046480/2022/7/28/7e8fc676-100a-44d4-800c-70ccafdecec21659003477503-Roadster-Men-Tshirts-5411659003477088-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-brown-polo-collar-pure-cotton-t-shirt/18046480/buy
13758938,H&M,Men Black Slim Fit Polo Shirt,Cotton,Regular Fit,"XS,S,M,L,XXL,XL",0,799,Nil,847,4.3,63,H & M Hennes & Mauritz Retail Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/2/25/f7d9e8bc-3e18-4f2b-9a36-ca58ea3d56b51614244398974-1.jpg",https://www.myntra.com/tshirts/h%26m/hm-men-black-slim-fit-polo-shirt/13758938/buy
23193460,Technosport,Men Antimicrobial Slim Fit T-shirt,Polyester,Slim Fit,"S,M,L,XXL,XL",0,360,Nil,102,4.3,5,TECHNO SPORTSWEAR PRIVATE LIMITED - SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23193460/2023/5/15/6739cf39-7228-450b-8a5c-bd549694adee1684149313788TechnosportMenActiveTshirt5.jpg",https://www.myntra.com/tshirts/technosport/technosport-men-antimicrobial-slim-fit-t-shirt/23193460/buy
